Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity
1,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Filter images by location
2,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter images by location
3,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter images by date
4,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Mask clear pixels
5,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Mask clouds and shadows
6,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Convert DN to SR
7,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Create median composite
8,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Add layer to map
9,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Filter image collection by date
10,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Filter image collection by bounds
11,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Display dataset layers
12,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Select first image from collection
13,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Clip image to extent
14,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Convert bands to reflectance
15,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Display image layers
16,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Visualize image in true color
17,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Visualize image in color infrared
18,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Export image to Google Drive
19,script_103827.txt,users/hrishippatel/IndiaStates,ActOn,Clip image to region
20,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Filter image collection by date range
21,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Filter image collection by polarization
22,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Filter image collection by instrument mode
23,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Select specific polarization band
24,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Calculate mean of image collection
25,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Visualize image with specific parameters
26,script_106121.txt,COPERNICUS/S2,ActOn,Filter images by cloud coverage
27,script_106121.txt,COPERNICUS/S2,ActOn,Filter images by date range
28,script_106121.txt,COPERNICUS/S2,ActOn,Filter images by geographic bounds
29,script_106121.txt,COPERNICUS/S2,ActOn,Select image bands
30,script_106121.txt,COPERNICUS/S2,ActOn,Get image projection
31,script_106121.txt,COPERNICUS/S2,ActOn,Reproject image
32,script_106121.txt,COPERNICUS/S2,ActOn,Export image to Google Drive
33,script_106121.txt,COPERNICUS/S2,ActOn,Visualize image on map
34,script_10828.txt,MODIS/006/MOD09A1,ActOn,Mask clouds and shadows
35,script_10828.txt,MODIS/006/MOD09A1,ActOn,Calculate NIRv
36,script_10828.txt,MODIS/006/MOD09A1,ActOn,Filter image collection by date
37,script_10828.txt,MODIS/006/MOD09A1,ActOn,Reduce regions to points
38,script_10828.txt,MODIS/006/MOD09A1,ActOn,Export data to Drive
39,script_10828.txt,users/kongdd/public:Math/pkg_smooth.js,ActOn,Apply linear interpolation
40,script_10828.txt,users/kongdd/public:pkg_vis.js,ActOn,Visualize data
41,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Display results on map
42,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Filter image collection by parameters
43,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Select images by date
44,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Create mosaic and clip to area
45,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Smooth radar images
46,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Calculate image difference
47,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Apply threshold to difference image
48,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Calculate flood extent area
49,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Export images and vectors
50,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Display results on map
51,script_110133.txt,JRC/GSW1_0/GlobalSurfaceWater,ActOn,Mask permanent water areas
52,script_110133.txt,WWF/HydroSHEDS/03VFDEM,ActOn,Mask areas with high slope
53,script_110133.txt,JRC/GHSL/P2016/POP_GPW_GLOBE_V1/2015,ActOn,Calculate exposed population
54,script_115907.txt,users/nicolasalejandromari/Sitios_NDVI_Tessi,ActOn,Load feature collection
55,script_115907.txt,users/franciscoalaggia/Transectas,ActOn,Load feature collection
56,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filter image collection by date
57,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filter image collection by bounds
58,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Mask clouds
59,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Add NDVI band
60,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Add time band
61,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Sort images by date
62,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Generate NDVI time series chart
63,script_115907.txt,COPERNICUS/S2_SR,ActOn,Filter image collection by date
64,script_115907.txt,COPERNICUS/S2_SR,ActOn,Filter image collection by bounds
65,script_115907.txt,COPERNICUS/S2_SR,ActOn,Mask clouds
66,script_115907.txt,COPERNICUS/S2_SR,ActOn,Add NDVI band
67,script_115907.txt,COPERNICUS/S2_SR,ActOn,Add time band
68,script_115907.txt,COPERNICUS/S2_SR,ActOn,Sort images by date
69,script_115907.txt,COPERNICUS/S2_SR,ActOn,Generate NDVI temporal signature chart
70,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Apply scale factors to image bands
71,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Apply scale factors to image bands
72,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter image collection by date
73,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Filter image collection by date
74,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter image collection by bounds
