Script_ID,Concept_4,Concept_35,Similarity
script_102957.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_10376.txt,LAND SURFACE,LAND USE/LAND COVER CLASSIFICATION,0.39760134349094806
script_10376.txt,SATELLITE SOIL MOISTURE INDEX,Earth Science,0.0
script_103827.txt,FLOOD FREQUENCY,FLOODS,0.9254990313103096
script_103827.txt,FLOOD LEVELS,Earth Science,0.0
script_10828.txt,VEGETATION INDEX,VEGETATION INDEX,1.0
script_115907.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),VEGETATION INDEX,0.9522022925216991
script_118175.txt,VEGETATION INDEX,VEGETATION INDEX,1.0
script_118175.txt,LAND USE/LAND COVER CLASSIFICATION,CLOUD PROPERTIES,0.0
script_119133.txt,FIRE WEATHER INDEX,FIRE SEVERITY,0.0
script_11983.txt,VEGETATION INDEX,VEGETATION INDEX,1.0
script_11983.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),LAND USE/LAND COVER CLASSIFICATION,0.887097890752496
script_120271.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),VEGETATION INDEX,0.9522022925216991
script_120557.txt,LAND USE/LAND COVER CLASSIFICATION,VEGETATION INDEX,0.9345423585566951
script_131942.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_144864.txt,LAND USE/LAND COVER CLASSIFICATION,VEGETATION INDEX,0.9345423585566951
script_146128.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_15043.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_155017.txt,LAND SURFACE TEMPERATURE,LAND SURFACE TEMPERATURE,1.0
script_159299.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_165234.txt,VEGETATION INDEX,VEGETATION INDEX,1.0
script_165234.txt,COUNTRY BOUNDARIES,DATA PROCESSING,0.0
script_173652.txt,LAND USE/LAND COVER,LAND USE/LAND COVER,1.0
script_173652.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_173652.txt,LAND SURFACE/AGRICULTURE INDICATORS,CLOUDS,0.0
script_174376.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_174474.txt,SATELLITE SOIL MOISTURE INDEX,LAND USE/LAND COVER CLASSIFICATION,0.0
script_174747.txt,LAND SURFACE TEMPERATURE,TEMPERATURE INDICES,0.0
script_176914.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_179626.txt,LAND SURFACE TEMPERATURE,LAND SURFACE TEMPERATURE,1.0
script_186294.txt,LAND USE/LAND COVER CLASSIFICATION,FOREST COMPOSITION/VEGETATION STRUCTURE,0.0
script_186294.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),Earth Science,0.0
script_186319.txt,FOREST MENSURATION,FOREST CONSERVATION,0.6318685366714172
script_186320.txt,FOREST MENSURATION,FOREST CONSERVATION,0.6318685366714172
script_186321.txt,FOREST MENSURATION,FOREST CONSERVATION,0.6318685366714172
script_186323.txt,FOREST MENSURATION,FOREST CONSERVATION,0.6318685366714172
script_186325.txt,FOREST MENSURATION,FOREST CONSERVATION,0.6318685366714172
script_186326.txt,FOREST MENSURATION,FOREST CONSERVATION,0.6318685366714172
script_186329.txt,FOREST MENSURATION,FOREST CONSERVATION,0.6318685366714172
script_186329.txt,LAND USE/LAND COVER CLASSIFICATION,FOREST FIRE SCIENCE,0.0
script_186332.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_186333.txt,LAND USE/LAND COVER CLASSIFICATION,VEGETATION INDEX,0.9345423585566951
script_186334.txt,SOIL CLASSIFICATION,VEGETATION INDEX,0.23188692514311418
script_186338.txt,RADAR BACKSCATTER,TOPOGRAPHY,0.0
script_186356.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_186365.txt,SPECTRAL IRRADIANCE,SPECTRAL IRRADIANCE,1.0
script_186365.txt,VEGETATION,VEGETATION,1.0
script_186365.txt,SNOW COVER,SNOW/ICE,0.7168325021549387
script_186365.txt,BURNED AREA,PRESCRIBED BURNS/FIRES,0.27524500303743143
script_186365.txt,LAND USE/LAND COVER CLASSIFICATION,WATER QUALITY/WATER CHEMISTRY,0.0
script_186365.txt,VEGETATION INDEX,PALEOCLIMATE RECONSTRUCTIONS,0.0
script_186378.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_186418.txt,LAND SURFACE TEMPERATURE,LAND SURFACE TEMPERATURE,1.0
script_186449.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_186466.txt,FOREST MENSURATION,FOREST CONSERVATION,0.6318685366714172
script_186503.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_186528.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_186540.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),VEGETATION INDEX,0.9522022925216991
script_186540.txt,LAND USE/LAND COVER CLASSIFICATION,Earth Science,0.0
