Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity
1,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Clear pixel mask application
2,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Clear pixel mask application
3,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Cloud and cloud shadow mask application
4,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Cloud and cloud shadow mask application
5,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Digital number to surface reflectance conversion
6,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Digital number to surface reflectance conversion
7,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Image collection filtering by location and date
8,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Image collection filtering by location and date
9,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Reflectance conversion operation
10,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Visualization generation
11,script_103827.txt,users/hrishippatel/IndiaStates,ActOn,Create weekly Sentinel-1 composites for flood monitoring
12,script_103827.txt,users/hrishippatel/IndiaStates,ActOn,Add layer selection widget for user comparison
13,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Create weekly Sentinel-1 composites for flood monitoring
14,script_106121.txt,COPERNICUS/S2,ActOn,Filtering Sentinel-2 images by cloud cover and date
15,script_106121.txt,COPERNICUS/S2,ActOn,Selecting specific bands for reprojection
16,script_106121.txt,COPERNICUS/S2,ActOn,Reprojecting image to EPSG:4326 for export
17,script_10828.txt,MODIS/006/MOD09A1,ActOn,"Cloud masking to remove cloud, shadow, and snow effects"
18,script_10828.txt,MODIS/006/MOD09A1,ActOn,Calculation of NDVI and NIRV values
19,script_10828.txt,MODIS/006/MOD09A1,ActOn,Linear interpolation for filling missing values
20,script_10828.txt,MODIS/006/MOD09A1,ActOn,Feature collection creation for point information extraction
21,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Selecting Sentinel-1 GRD data based on defined parameters
22,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Calculating flood extent by comparing before and after images
23,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Refining flood result using JRC surface water seasonality data
24,script_110133.txt,users/felixgeooperations/Drin/20210112_Drin_flood,ActOn,Masking out areas with more than 5% slope using a Digital Elevation Model
25,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Selecting Sentinel-1 GRD data based on defined parameters
26,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Calculating flood extent by comparing before and after images
27,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Refining flood result using JRC surface water seasonality data
28,script_110133.txt,COPERNICUS/S1_GRD,ActOn,Masking out areas with more than 5% slope using a Digital Elevation Model
29,script_110133.txt,JRC/GSW1_0/GlobalSurfaceWater,ActOn,Refining flood result using JRC surface water seasonality data
30,script_110133.txt,WWF/HydroSHEDS/03VFDEM,ActOn,Masking out areas with more than 5% slope using a Digital Elevation Model
31,script_110133.txt,JRC/GHSL/P2016/POP_GPW_GLOBE_V1/2015,ActOn,Calculating exposed population density based on GHSL data
32,script_115907.txt,users/nicolasalejandromari/Sitios_NDVI_Tessi,ActOn,Masking clouds in Landsat 8 images
33,script_115907.txt,users/franciscoalaggia/Transectas,ActOn,Masking clouds in Landsat 8 images
34,script_115907.txt,users/nicolasalejandromari/Sitios_NDVI_Tessi,ActOn,Adding NDVI and time bands to Landsat 8 images
35,script_115907.txt,users/franciscoalaggia/Transectas,ActOn,Adding NDVI and time bands to Landsat 8 images
36,script_115907.txt,users/nicolasalejandromari/Sitios_NDVI_Tessi,ActOn,Filtering and processing Landsat 8 data
37,script_115907.txt,users/franciscoalaggia/Transectas,ActOn,Filtering and processing Landsat 8 data
38,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Masking clouds in Sentinel-2 images
39,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Adding NDVI and time bands to Sentinel-2 images
40,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Filtering and processing Sentinel-2 data
41,script_115907.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Creating and displaying a temporal signature chart for NDVI in different vegetation areas
42,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Apply scale factors to Landsat imagery
43,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Apply scale factors to Landsat imagery
44,script_118175.txt,COPERNICUS/S2_SR,ActOn,Mask clouds in Sentinel-2 imagery
45,script_118175.txt,COPERNICUS/S2_SR,ActOn,"Calculate NDVI, NDWI, MNDWI, NDSI, EWI indices"
46,script_118175.txt,COPERNICUS/S2_SR,ActOn,Identify ICE pixels in Sentinel-2 imagery
47,script_118175.txt,COPERNICUS/S2_SR,ActOn,Quality mosaic and max composite creation
48,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Calculation of NBR before and after the fire
49,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Calculation of NBR before and after the fire
50,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Generation of training dataset
51,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Generation of training dataset
52,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Training the dataset using wekaCascadeKMeans algorithm
53,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Training the dataset using wekaCascadeKMeans algorithm
54,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Statistical analysis and visualization of results
55,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Statistical analysis and visualization of results
56,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Application of filters for result visualization
57,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Application of filters for result visualization
58,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200720T110619_20200720T111156_T29SPB,ActOn,Reclassification and multiplication of binary and severity classification images
59,script_119133.txt,COPERNICUS/S2_SR_HARMONIZED/20200908T110619_20200908T111404_T29SPB,ActOn,Reclassification and multiplication of binary and severity classification images
60,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Cloud and shadow masking
61,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,NDVI calculation
62,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image collection filtering
63,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Image differencing
64,script_11983.txt,LANDSAT/LC08/C01/T1_SR,ActOn,Anomaly calculation
65,script_120271.txt,COPERNICUS/S2_SR,ActOn,Calculate NDVI band
66,script_120271.txt,COPERNICUS/S2_SR,ActOn,Filter Sentinel-2 images by date and cloud cover
67,script_120271.txt,COPERNICUS/S2_SR,ActOn,Generate median composite image
68,script_120271.txt,COPERNICUS/S2_SR,ActOn,Clip image to testing area
69,script_120271.txt,COPERNICUS/S2_SR,ActOn,Visualize NDVI with color palette
70,script_120271.txt,COPERNICUS/S2_SR,ActOn,Calculate min and max values
71,script_120271.txt,COPERNICUS/S2_SR,ActOn,Create gradient bar for visualization
72,script_120271.txt,COPERNICUS/S2_SR,ActOn,Add frame for visualization
