Script_ID,Concept_4,Concept_35,Similarity
script_102957.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885236774905
script_10376.txt,LAND SURFACE,LAND SURFACE,1.0
script_10376.txt,SATELLITE SOIL MOISTURE INDEX,Earth Science,0.0
script_103827.txt,FLOOD FREQUENCY,HYDROLOGY,0.0
script_103827.txt,FLOOD LEVELS,Earth Science,0.0
script_10828.txt,VEGETATION INDEX,VEGETATION INDEX,1.0
script_118175.txt,LAND USE/LAND COVER CLASSIFICATION,LAND SURFACE/AGRICULTURE INDICATORS,0.0
script_118175.txt,VEGETATION INDEX,Earth Science,0.0
script_119133.txt,FIRE WEATHER INDEX,NATURAL HAZARDS,0.0
script_11983.txt,VEGETATION INDEX,VEGETATION INDEX,1.0
script_11983.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),Earth Science,0.0
script_120271.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),VEGETATION INDEX,0.9522022925216991
script_120557.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885236774905
script_144864.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885236774905
script_146128.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885236774905
script_15043.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,1.0
script_155017.txt,LAND SURFACE TEMPERATURE,LAND SURFACE TEMPERATURE,1.0
script_165234.txt,COUNTRY BOUNDARIES,BOUNDARIES,0.7791454622065885
script_165234.txt,VEGETATION INDEX,VEGETATION,0.0
script_173652.txt,LAND USE/LAND COVER,LAND USE/LAND COVER,1.0
script_173652.txt,LAND SURFACE/AGRICULTURE INDICATORS,Earth Science,0.0
script_173652.txt,LAND USE/LAND COVER CLASSIFICATION,Earth Science,0.0
script_174474.txt,SATELLITE SOIL MOISTURE INDEX,LAND USE/LAND COVER,0.0
script_174747.txt,LAND SURFACE TEMPERATURE,LAND SURFACE TEMPERATURE,1.0
script_179626.txt,LAND SURFACE TEMPERATURE,LAND SURFACE TEMPERATURE,1.0
script_186294.txt,LAND USE/LAND COVER CLASSIFICATION,VEGETATION,0.0
script_186294.txt,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),Earth Science,0.0
script_186319.txt,FOREST MENSURATION,LAND USE/LAND COVER,0.0
script_186320.txt,FOREST MENSURATION,FOREST SCIENCE,0.7744110784319218
script_186321.txt,FOREST MENSURATION,FOREST SCIENCE,0.7744110784319218
script_186323.txt,FOREST MENSURATION,LAND USE/LAND COVER,0.0
script_186325.txt,FOREST MENSURATION,LAND USE/LAND COVER,0.0
script_186326.txt,FOREST MENSURATION,FOREST SCIENCE,0.7744110784319218
script_186329.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885236774905
script_186329.txt,FOREST MENSURATION,Earth Science,0.0
script_186332.txt,LAND USE/LAND COVER CLASSIFICATION,AGRICULTURAL PLANT SCIENCE,0.0
script_186333.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885236774905
script_186334.txt,SOIL CLASSIFICATION,AGRICULTURAL PLANT SCIENCE,0.0
script_186356.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885236774905
script_186365.txt,SNOW COVER,SNOW COVER,1.0
script_186365.txt,VEGETATION,VEGETATION,1.0
script_186365.txt,BURNED AREA,WILDFIRES,0.9083960250738369
script_186365.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885236774905
script_186365.txt,SPECTRAL IRRADIANCE,Earth Science,0.0
script_186365.txt,VEGETATION INDEX,Earth Science,0.0
script_186378.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885236774905
script_186418.txt,LAND SURFACE TEMPERATURE,LAND SURFACE TEMPERATURE,1.0
script_186449.txt,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885236774905
script_186466.txt,FOREST MENSURATION,LAND USE/LAND COVER,0.0
