Script_ID,Concept_4,Concept_35,Similarity
script_102957.txt,Clear Pixel Masking,Clear Pixel Masking,1.0
script_102957.txt,Cloud And Cloud Shadow Masking,Cloud And Cloud Shadow Masking,1.0
script_102957.txt,Create Median Composite Of Images,Create Median Composite Of Images,1.0
script_102957.txt,Filter Image Collection By Bounds,Filter Image Collection By Bounds,1.0
script_102957.txt,Filter Image Collection By Time,Filter Image Collection By Time,1.0
script_102957.txt,Filter Image Collection By Date And Region,Data Conversion,0.0
script_102957.txt,Surface Reflectance Correction,Spatial Analysis,0.0
script_10376.txt,Export Processed Images To Drive,Export Processed Images To Drive,1.0
script_10376.txt,Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Boundaries,1.0
script_10376.txt,Visualize Images In Different Band Combinations,Visualize Images In Different Band Combinations,1.0
script_10376.txt,Surface Reflectance Correction,Convert Image,0.0
script_103827.txt,Clip Images To A Specific Region,Clip Images To A Specific Region,1.0
script_103827.txt,Enhancing Image Visualization,Enhancing Image Visualization,1.0
script_103827.txt,Generate Image Composites,Generate Image Composites,1.0
script_103827.txt,Filter Images By Date,Select Specific Polarization From Images,0.2205321420798927
script_106121.txt,Display Interactive Map,Display Interactive Map,1.0
script_106121.txt,Export Processed Images To Google Drive,Export Processed Images To Google Drive,1.0
script_106121.txt,Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage,1.0
script_106121.txt,Image Reprojection,Image Reprojection,1.0
script_106121.txt,Select Specific Bands From Images,Select Specific Bands From Images,1.0
script_10828.txt,Cloud And Shade Masking,Cloud And Shade Masking,1.0
script_10828.txt,Computes Normalized Difference Vegetation Index (NDVI),Computes Normalized Difference Vegetation Index (NDVI),1.0
script_10828.txt,Export Results,Export Results,1.0
script_10828.txt,Filter Feature Collection,Filter Feature Collection,1.0
script_10828.txt,Filter Image Collection,Filter Image Collection,1.0
script_10828.txt,Performs Linear Interpolation,Performs Linear Interpolation,1.0
script_10828.txt,Reduction Of Image Regions,Reduction Of Image Regions,1.0
script_10828.txt,Compute Median Of NDVI,Spatial Analysis,0.0
script_10828.txt,Image Cloud Masking,Spatial Analysis,0.0
script_10828.txt,Interpolate Missing Values,Spatial Analysis,0.0
script_118175.txt,Apply Scale Factors To Image,Apply Scale Factors To Image,1.0
script_118175.txt,Calculates Normalized Difference Water Index (NDWI),Calculates Normalized Difference Water Index (NDWI),1.0
script_118175.txt,Clip Images To A Specific Region,Clip Images To A Specific Region,1.0
script_118175.txt,Compute Maximum Values,Compute Maximum Values,1.0
script_118175.txt,Filter Image Collection By Time,Filter Image Collection By Time,1.0
script_118175.txt,Geometric Index Calculation,Geometric Index Calculation,1.0
script_118175.txt,Image Cloud Masking,Image Cloud Masking,1.0
script_118175.txt,Calculates Modified Normalized Difference Water Index (MNDWI),Image Index Calculation,0.6397768915364859
script_118175.txt,Filter Images By Cloud Cover,Filter Image Collection By Cloud Coverage,0.3854194811514833
script_118175.txt,Image Mosaicking,Generate Image Composites,0.3013825953942841
script_118175.txt,Compute Median Of NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.0
script_118175.txt,Quality Mosaic Generation,Spatial Analysis,0.0
script_119133.txt,Apply Mask To Classification Results,Apply Mask To Classification Results,1.0
script_119133.txt,Calculate Difference Normalized Burn Ratio (dNBR),Calculate Difference Normalized Burn Ratio (dNBR),1.0
script_119133.txt,Cluster Analysis,Cluster Analysis,1.0
script_119133.txt,Generate Visualizations And Statistical Charts For Classification Results,Generate Visualizations And Statistical Charts For Classification Results,1.0
script_119133.txt,Severity Classification,Severity Classification,1.0
script_119133.txt,Training Data Creation,Training Data Creation,1.0
script_119133.txt,Compute Difference Between Pre- And Post-Fire NBR,Spatial Analysis,0.0
script_11983.txt,Anomaly Calculation,Anomaly Calculation,1.0
script_11983.txt,Cloud And Shade Masking,Cloud And Shade Masking,1.0
script_11983.txt,Computes Normalized Difference Vegetation Index (NDVI),Computes Normalized Difference Vegetation Index (NDVI),1.0
script_11983.txt,Creates Animation Of NDVI Over Time,Creates Animation Of NDVI Over Time,1.0
script_11983.txt,Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Boundaries,1.0
script_11983.txt,Generate Image Composites,Generate Image Composites,1.0
script_11983.txt,Generate Time Series Charts For NDVI,Generate Time Series Charts For NDVI,1.0
script_11983.txt,Image Differencing,Image Differencing,1.0
script_11983.txt,Compute Median Of NDVI,Spatial Analysis,0.0
script_11983.txt,Filter Image Collection,Spatial Analysis,0.0
script_11983.txt,Generate Time Series Charts,Spatial Analysis,0.0
script_120271.txt,Add NDVI Band To Images,Add NDVI Band To Images,1.0
script_120271.txt,Calculates Median Of Image Collection,Calculates Median Of Image Collection,1.0
script_120271.txt,Clip Images To A Specific Region,Clip Images To A Specific Region,1.0
script_120271.txt,Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage,1.0
script_120271.txt,Gradient Calculation,Gradient Calculation,1.0
script_120271.txt,Image Scaling,Image Scaling,1.0
script_120271.txt,Create Median Composite Of Images,Creating Seasonal Composite,0.6735025753711174
script_120271.txt,Visualize NDVI Results,Spatial Analysis,0.0
script_120557.txt,Decision Tree Classification,Decision Tree Classification,1.0
script_120557.txt,Filter Image Collection By Region,Filter Image Collection By Region,1.0
script_120557.txt,Cloud And Shade Masking,Filtering Pixels,0.20789082168507475
script_125294.txt,Clip Images To A Specific Region,Clip Images To A Specific Region,1.0
script_125294.txt,Export Processed Images To Drive,Export Processed Images To Drive,1.0
script_125294.txt,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,1.0
script_125294.txt,Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage,1.0
script_125294.txt,Visualize Images In Different Band Combinations,Visualize Images In Different Band Combinations,1.0
script_125294.txt,Export Processed Images To Google Drive,Calculates Mean Of Image Collection,0.0
script_125294.txt,Image Cloud Masking,Spatial Analysis,0.0
script_125294.txt,Reduce Image Collection To Minimum Value,Spatial Analysis,0.0
script_144864.txt,Area Calculation,Area Calculation,1.0
script_144864.txt,Computes Normalized Difference Vegetation Index (NDVI),Computes Normalized Difference Vegetation Index (NDVI),1.0
script_144864.txt,Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage,1.0
script_144864.txt,Image Cloud Masking,Image Cloud Masking,1.0
