ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI
1,script_102957.txt,Function,Filtering image collection by spatial bounds,Filter Image Collection By Bounds,0.9438186883926392,Filter Image Collection By Bounds,0.8855290412902832
2,script_102957.txt,Function,Filtering image collection by time window,Filter Image Collection By Time,0.9822471141815186,Filter Image Collection By Time,0.9151929020881653
3,script_102957.txt,Function,Masking cloud and cloud shadow,Cloud And Shade Masking,0.9646348357200624,Cloud And Cloud Shadow Masking,0.9207428693771362
4,script_102957.txt,Function,Converting DN to SR,Data Conversion,0.831249475479126,Unit Conversion For Daily Averages,0.5660312175750732
5,script_102957.txt,Function,Median compositing to convert IC to Image,Create Median Composite Of Images,0.9015125036239624,Create Median Composite Of Images,0.762156069278717
6,script_10376.txt,Function,Image collection filtering,Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
7,script_10376.txt,Function,Image clipping,Clip Images,0.9256044626235962,Select And Clip Image,0.8260947465896606
8,script_10376.txt,Function,Reflectance conversion,Reflectance Value Scaling,0.8803316354751587,Surface Reflectance Correction,0.8059115409851074
9,script_10376.txt,Function,Image visualization,Enhancing Image Visualization,0.9234810471534728,Enhancing Image Visualization,0.9001052379608154
10,script_10376.txt,Function,Image exporting,Export Composite Image,0.938091278076172,Export Selected Image,0.8382644653320312
11,script_103827.txt,Function,Filtering Sentinel-1 images by date and polarization,Select Specific Polarization From Images,0.8797712326049805,Filter Images By Date,0.744705319404602
12,script_103827.txt,Function,Clipping images to a specific region,Clip Images To A Specific Region,0.9846469163894652,Clip Images To A Specific Region,0.9552504420280457
13,script_103827.txt,Function,Compositing images,Generate Image Composites,0.9306178092956544,Generate Image Composites,0.885098934173584
14,script_103827.txt,Function,Visualizing images,Enhancing Image Visualization,0.9238158464431764,Enhancing Image Visualization,0.9077019691467285
15,script_106121.txt,Function,Filtering image collection by cloud percentage and date,Filter Image Collection By Cloud Coverage,0.9438211917877196,Filter Image Collection By Cloud Coverage,0.820984959602356
16,script_106121.txt,Function,Selecting specific bands from an image,Select Specific Bands From Images,0.9770582914352416,Select Specific Bands From Images,0.9430125951766968
17,script_106121.txt,Function,Reprojecting an image to a different CRS,Image Reprojection,0.8682372570037842,Image Reprojection,0.7699569463729858
18,script_106121.txt,Function,Exporting an image to Google Drive,Export Processed Images To Google Drive,0.9425678253173828,Export Processed Images To Google Drive,0.8814664483070374
19,script_106121.txt,Function,Visualizing images on a map,Image Mapping,0.9046403169631958,Enhancing Image Visualization,0.8164446353912354
20,script_10828.txt,Function,Cloud Masking,Cloud And Shade Masking,0.962123155593872,Image Cloud Masking,0.9208886027336121
21,script_10828.txt,Function,NDVI Calculation,Computes Normalized Difference Vegetation Index (NDVI),0.8994120955467224,Compute Median Of NDVI,0.86915123462677
22,script_10828.txt,Function,Linear Interpolation,Performs Linear Interpolation,0.9699636697769164,Interpolation,0.923700749874115
23,script_10828.txt,Function,Image Collection Filtering,Filter Image Collection,0.9865096807479858,Filter Image Collection,0.9031354188919067
24,script_10828.txt,Function,Region Reduction,Reduction Of Image Regions,0.9137117266654968,Reduction Of Image Regions,0.8144311904907227
25,script_10828.txt,Function,Feature Collection Iteration,Filter Feature Collection,0.8967615365982056,Filter And Buffer A Feature Collection,0.7753576040267944
26,script_10828.txt,Function,Table Export,Export Results,0.8828257322311401,Export Results,0.7466089129447937
27,script_118175.txt,Function,Apply scale factors to image bands,Apply Scale Factors To Image,0.9141703248023988,Apply Scale Factors To Image,0.8594939708709717
28,script_118175.txt,Function,Mask clouds in Sentinel-2 images,Image Cloud Masking,0.9169892072677612,Image Cloud Masking,0.7128743529319763
29,script_118175.txt,Function,Calculate NDVI index,Computes Normalized Difference Vegetation Index (NDVI),0.8865150809288025,Compute Median Of NDVI,0.8588384389877319
30,script_118175.txt,Function,Calculate NDWI index,Calculates Normalized Difference Water Index (NDWI),0.9218349456787108,Calculates Normalized Difference Water Index (NDWI),0.7988318800926208
31,script_118175.txt,Function,Calculate MNDWI index,Geometric Index Calculation,0.8911628723144531,Calculates Modified Normalized Difference Water Index (MNDWI),0.826884925365448
32,script_118175.txt,Function,Calculate NDSI index,Image Index Calculation,0.9024906158447266,Compute Median Of NDVI,0.7432304620742798
33,script_118175.txt,Function,Calculate EWI index,Geometric Index Calculation,0.878010630607605,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.7118715047836304
34,script_118175.txt,Function,Extract ICE band,Endmember extraction,0.8295226097106934,Image Band Addition,0.6132117509841919
35,script_118175.txt,Function,Filter image collection by date and cloud cover,Filter Image Collection By Cloud Coverage,0.9725689888000488,Filter Images By Cloud Cover,0.8765884041786194
36,script_118175.txt,Function,Merge and sort image collections,Merge And Sort Image Collections,0.9907801747322084,Merge And Sort Image Collections,0.9743876457214355
37,script_118175.txt,Function,Join image collections based on time difference,Filter Image Collection By Time,0.9136058688163756,Filter Image Collection By Time,0.7747107744216919
38,script_118175.txt,Function,Clip images to region of interest,Clip Images To A Specific Region,0.9690622091293336,Clip Images To A Specific Region,0.9243624210357666
39,script_118175.txt,Function,Reduce image collection to list,Reduction Of Image Collection,0.9299346208572388,Reduce Image Collection To Minimum Value,0.8278272151947021
40,script_118175.txt,Function,Create mosaic and maximum composite images,Generate Image Composites,0.8927394151687622,Generate Image Composites,0.796663224697113
41,script_119133.txt,Function,Calculating normalized burn ratio,Calculate Difference Normalized Burn Ratio (dNBR),0.9307261109352112,Calculate Difference Normalized Burn Ratio (dNBR),0.8271032571792603
42,script_119133.txt,Function,Generating training dataset,Training Data Creation,0.9357743859291076,Training Data Creation,0.8405519723892212
43,script_119133.txt,Function,Clustering with wekaCascadeKMeans algorithm,Cluster Analysis,0.8649197816848755,Image Clustering,0.6961765885353088
44,script_119133.txt,Function,Clustering with wekaKMeans algorithm,Cluster Analysis,0.8584569096565247,Image Clustering,0.7124419212341309
45,script_119133.txt,Function,Calculating statistics and visualization,Statistics Calculation,0.908273458480835,Statistics Calculation,0.8078405261039734
46,script_119133.txt,Function,Applying filter to visualization results,Filter And Visualize,0.9072368144989014,Filter And Visualize,0.8498504757881165
47,script_119133.txt,Function,Masking binary classification,Apply Mask To Classification Results,0.9161480665206908,Cloud Probability Masking,0.7094213366508484
48,script_119133.txt,Function,Multiplying binary and non-binary classifications,Classification,0.8383086919784546,Binary Image Creation,0.6653919816017151
49,script_11983.txt,Function,Filtering image collection by bounds,Filter Image Collection By Bounds,0.98711097240448,Filter Image Collection By Bounds,0.929693341255188
50,script_11983.txt,Function,Masking clouds and shadows,Cloud And Shade Masking,0.9556217193603516,Cloud And Shade Masking,0.8896570801734924
51,script_11983.txt,Function,Calculating NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.893216073513031,Compute Median Of NDVI,0.8779250383377075
52,script_11983.txt,Function,Creating yearly composites,Creating Annual Composite,0.9508110880851746,Creating Annual Composite,0.95219486951828
53,script_11983.txt,Function,Filtering by date,Filter Images By Date,0.9156405925750732,Filter Images By Date,0.8824080228805542
54,script_11983.txt,Function,Clipping to study area,Spatial Clipping,0.8630067110061646,Spatial Clipping,0.7665928602218628
55,script_11983.txt,Function,Creating image series chart,Generate Time Series Charts,0.8635451793670654,Generate Time Series Charts,0.7673598527908325
56,script_11983.txt,Function,Calculating image difference,Image Differencing,0.9208627939224244,Difference Calculation,0.8345648050308228
57,script_11983.txt,Function,Calculating standard anomalies,Anomaly Calculation,0.9030971527099608,Anomaly Calculation,0.7871307730674744
58,script_120271.txt,Function,Filter image collection by date and cloud percentage,Filter Image Collection By Cloud Coverage,0.9416557550430298,Filter Image Collection By Date,0.8265548944473267
59,script_120271.txt,Function,Calculate NDVI band,Calculate Data For Specific Spectral Bands,0.8615031242370605,Add NDVI Band To Images,0.8019946217536926
60,script_120271.txt,Function,Apply median to image collection,Calculates Median Of Image Collection,0.9524300694465636,Calculates Median Of Image Collection,0.8377299308776855
61,script_120271.txt,Function,Clip image to testing area,Clip Images To A Specific Region,0.9165239334106444,Clip Images To A Specific Region,0.7952214479446411
62,script_120271.txt,Function,Reduce region to calculate percentile,Calculate Area Statistics,0.8641448616981506,Reduction Of Image Regions,0.6477679014205933
63,script_120271.txt,Function,Draw gradient bar,Gradient Calculation,0.8651973605155945,Gradient Calculation,0.6603278517723083
64,script_120271.txt,Function,Draw frame,Visualize Boundary,0.8301841020584106,Render,0.6847729086875916
65,script_120271.txt,Function,Draw scalebar,Image Scaling,0.8400607109069824,Apply Scale Factors To Image,0.6253955364227295
66,script_120557.txt,Function,Filtering image collection by region,Filter Image Collection By Region,0.9909958839416504,Filter Image Collection By Region,0.9423940777778625
67,script_120557.txt,Function,Masking cloudy pixels,Filtering Pixels,0.9146087169647216,Image Cloud Masking,0.8540092706680298
68,script_120557.txt,Function,Computing QA bits,Quality Control,0.8102099895477295,Quantifying Pixels,0.6801220178604126
69,script_120557.txt,Function,Applying decision tree classification,Decision Tree Classification,0.9568036794662476,Decision Tree Classification,0.8485181331634521
70,script_120557.txt,Function,Calculating frequency of land cover classes,Remapping Land Cover Classes,0.8816086053848267,Remapping Land Cover Classes,0.7686777710914612
71,script_125294.txt,Function,Cloud masking for Landsat 5 images,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.9168812036514282,Image Cloud Masking,0.8042812347412109
72,script_125294.txt,Function,Image collection filtering by date and cloud cover,Filter Image Collection By Cloud Coverage,0.9670429229736328,Filter Image Collection By Cloud Coverage,0.8628681302070618
73,script_125294.txt,Function,Image reduction by percentile,Image Reduction,0.8911424279212952,Image Reduction,0.7975273132324219
74,script_125294.txt,Function,Image clipping by region,Clip Images To A Specific Region,0.9345732927322388,Clip Images To A Specific Region,0.8664742708206177
75,script_125294.txt,Function,Image visualization with multiple RGB compositions,Visualize Images In Different Band Combinations,0.9224529266357422,Visualize Images In Different Band Combinations,0.8183794021606445
