Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update,Tail_Entity_update_pair
1,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter image collection by spatial bounds,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Filter Image Collection By Bounds,Filtering Administrative Boundaries
2,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Mask clear pixels,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Clear Pixel Masking,Cloud And Snow Masking
3,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Mask cloud and cloud shadow,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Cloud And Cloud Shadow Masking,Cloud And Cloud Shadow Masking
4,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Convert DN to SR,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Unit Conversion For Daily Averages,Unit Conversion For Daily Averages
5,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter image collection by time window,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Filter Image Collection By Time,Filter Image Collection By Date And Boundaries
6,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Median composite to convert IC to Image,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Create Median Composite Of Images,Create Median Composite Of Images
7,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Filter image collection by spatial bounds,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Bounds,Filtering Administrative Boundaries
8,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Mask clear pixels,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Clear Pixel Masking,Cloud And Snow Masking
9,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Mask cloud and cloud shadow,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Cloud And Cloud Shadow Masking,Cloud And Cloud Shadow Masking
10,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Convert DN to SR,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Unit Conversion For Daily Averages,Unit Conversion For Daily Averages
11,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Filter image collection by time window,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Time,Filter Image Collection By Date And Boundaries
12,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Median composite to convert IC to Image,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Create Median Composite Of Images,Create Median Composite Of Images
13,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Filtering image collection by date and bounds,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Region
14,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Converting image to reflectance,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Surface Reflectance Correction,Surface Reflectance Correction
15,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Visualizing image bands,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize Images In Different Band Combinations,Display Specific Spectral Bands And Colors
16,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Exporting images to Drive,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Export Processed Images To Drive,Export Processed Images
17,script_103827.txt,users/hrishippatel/IndiaStates,ActOn,Clipping images to a region,users/hrishippatel/,Clip Images To A Specific Region,Clip Images To A Specific Region
18,script_103827.txt,users/hrishippatel/IndiaStates,ActOn,Visualizing images,users/hrishippatel/,Enhancing Image Visualization,Visualize The Processed Data
19,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Filtering Sentinel-1 images by date and polarization,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Images By Date,Calculates Median Of Image Collection
20,script_103827.txt,COPERNICUS/S1_GRD,ActOn,Compositing images,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Generate Image Composites,Generate Image Composites
21,script_106121.txt,COPERNICUS/S2,ActOn,Filtering image collection by cloud percentage and date,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Cloud Coverage,Filter Image Collection By Cloud Coverage
22,script_106121.txt,COPERNICUS/S2,ActOn,Selecting specific bands from image,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Select Specific Bands From Images,Filtering Pixels
23,script_106121.txt,COPERNICUS/S2,ActOn,Reprojecting image to EPSG:4326,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Reprojection,Image Reprojection
24,script_106121.txt,COPERNICUS/S2,ActOn,Exporting image to Google Drive,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Processed Images To Google Drive,Export Processed Images To Google Drive
25,script_106121.txt,COPERNICUS/S2,ActOn,Visualizing image on Google Map API,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Enhancing Image Visualization,Visualize The Processed Data
26,script_10828.txt,MODIS/006/MOD09A1,ActOn,Cloud masking,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Image Cloud Masking,Cloud And Shade Masking
27,script_10828.txt,MODIS/006/MOD09A1,ActOn,NDVI calculation,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Compute Median Of NDVI,Compute Median Of NDVI
28,script_10828.txt,MODIS/006/MOD09A1,ActOn,Linear interpolation,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Interpolation,Apply Techniques To  Correct And Fill Data Gaps
29,script_10828.txt,users/kongdd/public:Math/pkg_smooth.js,ActOn,Linear interpolation,users/kongdd/public:Math/,Interpolation,Apply Techniques To  Correct And Fill Data Gaps
30,script_10828.txt,users/kongdd/public:Math/pkg_smooth.js,ActOn,Image collection filtering,users/kongdd/public:Math/,Filter Image Collection,Filter Image Collection By Cloud Coverage
31,script_10828.txt,users/kongdd/public:pkg_vis.js,ActOn,Region reduction,users/kongdd/,Reduction Of Image Regions,Filter And Merge
32,script_10828.txt,users/kongdd/public:pkg_vis.js,ActOn,Feature collection iteration,users/kongdd/,Filter Feature Collection,Filter Feature Collection
33,script_10828.txt,users/kongdd/public:pkg_vis.js,ActOn,Table export,users/kongdd/,Export Results,Export Processed Data
34,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Apply scale factors to image bands,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Apply Scale Factors To Image,Apply Scale Factors To Image
35,script_118175.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Apply scale factors to image bands,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Apply Scale Factors To Image,Apply Scale Factors To Image
36,script_118175.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter image collection by date and cloud cover,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Filter Images By Cloud Cover,Add Vegetation Indices
