Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update,Tail_Entity_update_pair
1,script_102957.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,ActOn,Filter images by location,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Images By Region,Filter Image Collection By Cloud Coverage
2,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter images by location,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Filter Images By Region,Filter Image Collection By Cloud Coverage
3,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Filter images by date,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Filter Images By Date,Filter Image Collection By Date And Boundaries
4,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Mask clear pixels,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Clear Pixel Masking,Clear Pixel Masking
5,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Mask clouds and shadows,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Cloud And Shadow Masking,Area Calculation
6,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Convert DN to SR,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Surface Reflectance Correction,Surface Reflectance Correction
7,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Create median composite,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Create Median Composite Of Images,Create Median Composite Of Images
8,script_102957.txt,LANDSAT/LC09/C02/T1_L2,ActOn,Add layer to map,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Layer Addition To Map,Image Cloud Masking
9,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Filter image collection by date,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Date,Filter Image Collection By Date
10,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Filter image collection by bounds,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Bounds,Filter Image Collection By Date And Boundaries
11,script_10376.txt,LANDSAT/LC08/C02/T1_L2,ActOn,Display dataset layers,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize Data Layers,Cloud And Water Masking
