ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI
1,script_102957.txt,Theme,Land cover analysis in Los Angeles,LAND SURFACE/AGRICULTURE INDICATORS,0.8219389319419861,LAND USE/LAND COVER,0.658204197883606
2,script_10376.txt,Theme,Landsat 8 image analysis,SATELLITE SOIL MOISTURE INDEX,0.8150244355201721,RADAR IMAGERY,0.5775623917579651
3,script_103827.txt,Theme,Flood monitoring and analysis,FLOOD LEVELS,0.849592924118042,FLOOD FREQUENCY,0.7039854526519775
4,script_106121.txt,Theme,Sentinel-2 image reprojection and export,RADAR IMAGERY,0.7661371231079102,ISOSTATIC REBOUND,0.5571749806404114
5,script_10828.txt,Theme,Vegetation Index Analysis,VEGETATION INDEX,0.9318158626556396,VEGETATION INDEX,0.7920093536376953
6,script_118175.txt,Theme,Land cover classification and vegetation index analysis,VEGETATION INDEX,0.891660213470459,LAND USE/LAND COVER CLASSIFICATION,0.7290212512016296
7,script_119133.txt,Theme,Wildfire severity analysis,FIRE WEATHER INDEX,0.8797204494476318,FIRE WEATHER INDEX,0.597022294998169
8,script_11983.txt,Theme,Vegetation Index Analysis,VEGETATION INDEX,0.9318158626556396,VEGETATION INDEX,0.7920093536376953
9,script_120271.txt,Theme,NDVI analysis of Sentinel-2 imagery,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8014709949493408,INFRARED IMAGERY,0.554455041885376
10,script_120557.txt,Theme,Land cover classification in Florida,LAND USE/LAND COVER CLASSIFICATION,0.8443316221237183,LAND USE/LAND COVER CLASSIFICATION,0.735061764717102
11,script_125294.txt,Theme,Land cover analysis in the Alto Paraná ecoregion,LAND SURFACE/AGRICULTURE INDICATORS,0.8290303349494934,LAND USE/LAND COVER,0.5980818271636963
12,script_144864.txt,Theme,Land use classification and land cover analysis,LAND USE/LAND COVER CLASSIFICATION,0.920354962348938,LAND USE/LAND COVER CLASSIFICATION,0.8380371928215027
13,script_155017.txt,Theme,Land Surface Temperature Analysis in Himachal Pradesh,LAND SURFACE TEMPERATURE,0.856417715549469,LAND SURFACE TEMPERATURE,0.6625570058822632
14,script_165234.txt,Theme,MODIS data analysis for vegetation monitoring,VEGETATION INDEX,0.8248682618141174,FOREST MENSURATION,0.6360119581222534
15,script_173652.txt,Theme,Land cover change analysis using Landsat 8 and LandTrendr,LAND SURFACE/AGRICULTURE INDICATORS,0.8354572653770447,LAND USE/LAND COVER,0.587287187576294
16,script_174474.txt,Theme,Land cover analysis using Landsat 5 imagery,SATELLITE SOIL MOISTURE INDEX,0.8380022048950195,LAND USE/LAND COVER CLASSIFICATION,0.6359426379203796
17,script_174747.txt,Theme,"Land Surface Temperature Analysis in Michoacan, Mexico",LAND SURFACE TEMPERATURE,0.8376045823097229,LAND SURFACE TEMPERATURE,0.6816996335983276
18,script_179626.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.8780211210250854,LAND SURFACE TEMPERATURE,0.7907720804214478
19,script_180257.txt,Theme,Land cover analysis using Landsat imagery,LAND SURFACE/AGRICULTURE INDICATORS,0.8462215662002563,LAND USE/LAND COVER CLASSIFICATION,0.6688590049743652
20,script_186294.txt,Theme,Land cover classification and vegetation analysis,LAND USE/LAND COVER CLASSIFICATION,0.8886501789093018,LAND USE/LAND COVER CLASSIFICATION,0.7493199706077576
21,script_186319.txt,Theme,Forest monitoring and land cover classification,FOREST MENSURATION,0.9014551043510436,LAND USE/LAND COVER CLASSIFICATION,0.7395797967910767
22,script_186320.txt,Theme,Forest monitoring and early detection of forest loss and fire using Sentinel-2 images,FOREST MENSURATION,0.8337796330451965,FOREST MENSURATION,0.6834716796875
23,script_186321.txt,Theme,Forest monitoring and land cover classification,FOREST MENSURATION,0.9014551043510436,LAND USE/LAND COVER CLASSIFICATION,0.7395797967910767
24,script_186323.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.8819835782051086,FOREST MENSURATION,0.7361018657684326
25,script_186325.txt,Theme,Forest monitoring and land cover analysis,FOREST MENSURATION,0.9096111059188844,FOREST MENSURATION,0.7698362469673157
26,script_186326.txt,Theme,Forest monitoring and land cover classification,FOREST MENSURATION,0.9014551043510436,LAND USE/LAND COVER CLASSIFICATION,0.7395797967910767
27,script_186329.txt,Theme,Forest monitoring and land cover change detection,FOREST MENSURATION,0.8819835782051086,FOREST MENSURATION,0.7361018657684326
28,script_186332.txt,Theme,Land cover classification and crop type analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.8865266442298889,LAND USE/LAND COVER CLASSIFICATION,0.7464724779129028
29,script_186333.txt,Theme,"Crop classification and land use analysis in Maharashtra, India",LAND SURFACE/AGRICULTURE INDICATORS,0.8516764044761658,LAND USE/LAND COVER CLASSIFICATION,0.6430227756500244
30,script_186334.txt,Theme,Land cover classification and crop type analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.8865266442298889,LAND USE/LAND COVER CLASSIFICATION,0.7464724779129028
31,script_186356.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.8409910798072815,LAND USE/LAND COVER CLASSIFICATION,0.7032828330993652
32,script_186365.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968
33,script_186365.txt,Theme,Vegetation analysis,VEGETATION INDEX,0.9112643003463744,VEGETATION,0.7123562097549438
34,script_186365.txt,Theme,Burn area detection,BURNED AREA,0.8658654689788818,BURNED AREA,0.6871712803840637
35,script_186365.txt,Theme,Snow cover analysis,SNOW STRATIGRAPHY,0.8818736672401428,SNOW COVER,0.7435418367385864
36,script_186378.txt,Theme,Land cover classification and vegetation monitoring,LAND SURFACE/AGRICULTURE INDICATORS,0.8811299204826355,LAND USE/LAND COVER CLASSIFICATION,0.7356984615325928
37,script_186380.txt,Theme,Marsh bird survey and spectral indices analysis,INDICATOR SPECIES,0.7971773147583008,FOREST MENSURATION,0.5914842486381531
38,script_186418.txt,Theme,Land Surface Temperature Retrieval,LAND SURFACE TEMPERATURE,0.8986050486564636,LAND SURFACE TEMPERATURE,0.7488353252410889
39,script_186449.txt,Theme,Land cover classification and analysis,LAND USE/LAND COVER CLASSIFICATION,0.8988833427429199,LAND USE/LAND COVER CLASSIFICATION,0.780998706817627
40,script_186466.txt,Theme,Forest monitoring and land cover classification,FOREST MENSURATION,0.9014551043510436,LAND USE/LAND COVER CLASSIFICATION,0.7395797967910767
41,script_186503.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.8409910798072815,LAND USE/LAND COVER CLASSIFICATION,0.7032828330993652
42,script_186528.txt,Theme,Land cover classification using Sentinel-1 data,LAND USE/LAND COVER CLASSIFICATION,0.8409910798072815,LAND USE/LAND COVER CLASSIFICATION,0.7032828330993652
43,script_186540.txt,Theme,Land cover classification and vegetation analysis,LAND USE/LAND COVER CLASSIFICATION,0.8886501789093018,LAND USE/LAND COVER CLASSIFICATION,0.7493199706077576
44,script_186562.txt,Theme,Forest monitoring and change detection,FOREST MENSURATION,0.8766537308692932,FOREST MENSURATION,0.7951956987380981
45,script_186570.txt,Theme,Forest monitoring and land cover classification,FOREST MENSURATION,0.9014551043510436,LAND USE/LAND COVER CLASSIFICATION,0.7395797967910767
46,script_186601.txt,Theme,Forest monitoring and land cover classification,FOREST MENSURATION,0.9014551043510436,LAND USE/LAND COVER CLASSIFICATION,0.7395797967910767
47,script_186605.txt,Theme,Forest monitoring and land cover analysis,FOREST MENSURATION,0.9096111059188844,FOREST MENSURATION,0.7698362469673157
48,script_186607.txt,Theme,Forest monitoring and deforestation detection,FOREST MENSURATION,0.8835861682891846,FOREST MENSURATION,0.7792404294013977
